precision,recall,f1,fpr,balanced_accuracy,n_test,n_attack,n_normal,roc_auc,pr_auc,fold_id,held_out_run,model,condition,rate,seed,clean_f1,clean_roc_auc,abs_f1_drop,abs_auc_drop
0.738791833298253,0.8951798010711554,0.8095018450184502,0.7530339805825242,0.5710729102443155,5569,3921,1648,0.6801690796136314,0.8306032006618405,1,10,Random Forest,missing_10pct,0.1,45,0.799905112086348,0.682168287884753,-0.009596732932102281,0.0019992082711216552
0.7397433200084157,0.8967100229533282,0.8106986396126354,0.7506067961165048,0.5730516134184117,5569,3921,1648,0.6749776533131285,0.826189654767858,1,10,Random Forest,missing_10pct,0.1,46,0.799905112086348,0.682168287884753,-0.010793527526287483,0.007190634571624499
0.7315128562886187,0.9359857179290997,0.8212127992839562,0.8173543689320388,0.5593156744985304,5569,3921,1648,0.6737266102614006,0.8228117567684209,1,10,Random Forest,missing_20pct,0.2,42,0.799905112086348,0.682168287884753,-0.021307687197608227,0.008441677623352462
0.7358415049029418,0.9377709767916348,0.8246243552366002,0.8009708737864077,0.5684000515026135,5569,3921,1648,0.6781844957324638,0.8268909126485967,1,10,Random Forest,missing_20pct,0.2,43,0.799905112086348,0.682168287884753,-0.0247192431502522,0.003983792152289278
0.7340255591054313,0.9375159398112727,0.8233844775450778,0.808252427184466,0.5646317563134033,5569,3921,1648,0.6767237590470035,0.8256460044275438,1,10,Random Forest,missing_20pct,0.2,44,0.799905112086348,0.682168287884753,-0.02347936545872986,0.005444528837749485
0.7303326030671181,0.9352206069880132,0.8201744576157459,0.8216019417475728,0.5568093326202203,5569,3921,1648,0.6749001208330547,0.8234759702617824,1,10,Random Forest,missing_20pct,0.2,45,0.799905112086348,0.682168287884753,-0.020269345529397964,0.007268167051698304
0.7332799359231077,0.9339454220862025,0.8215367358384745,0.808252427184466,0.5628464974508682,5569,3921,1648,0.6706423341578703,0.8220000075499485,1,10,Random Forest,missing_20pct,0.2,46,0.799905112086348,0.682168287884753,-0.021631623752126572,0.011525953726882698
0.7230208932336591,0.9619994899260392,0.8255635806522215,0.8768203883495146,0.5425895507882623,5569,3921,1648,0.6624129036331627,0.8174179612977552,1,10,Random Forest,missing_30pct,0.3,42,0.799905112086348,0.682168287884753,-0.025658468565873505,0.01975538425159029
0.7246986799311268,0.9660800816118337,0.8281591604722344,0.8731796116504854,0.5464502349806741,5569,3921,1648,0.6673613638783449,0.8170601944284739,1,10,Random Forest,missing_30pct,0.3,43,0.799905112086348,0.682168287884753,-0.02825404838588641,0.014806924006408151
0.726660250240616,0.9627646008671258,0.8282141290039491,0.8616504854368932,0.5505570577151163,5569,3921,1648,0.663594229355004,0.814039903550051,1,10,Random Forest,missing_30pct,0.3,44,0.799905112086348,0.682168287884753,-0.028309016917601126,0.018574058529749027
0.7259273496059966,0.96327467482785,0.8279263480929417,0.8652912621359223,0.5489917063459638,5569,3921,1648,0.6618136131559464,0.8144137773837623,1,10,Random Forest,missing_30pct,0.3,45,0.799905112086348,0.682168287884753,-0.028021236006593786,0.020354674728806588
0.725610929382336,0.9617444529456771,0.8271550778679535,0.8652912621359223,0.5482265954048774,5569,3921,1648,0.6626483640491949,0.8157760718858676,1,10,Random Forest,missing_30pct,0.3,46,0.799905112086348,0.682168287884753,-0.027249965781605545,0.019519923835558117
0.7477217159368749,0.857944401938281,0.7990498812351544,0.6887135922330098,0.5846154048526356,5569,3921,1648,0.6843893380923729,0.8424250873004787,1,10,XGBoost,missing_5pct,0.05,42,0.7948442534908701,0.6980697198059738,-0.004205627744284346,0.013680381713600864
0.7451154529307282,0.8559041060953838,0.7966765578635014,0.6966019417475728,0.5796510821739055,5569,3921,1648,0.6891934888811305,0.8488278712363637,1,10,XGBoost,missing_5pct,0.05,43,0.7948442534908701,0.6980697198059738,-0.001832304372631377,0.008876230924843242
